#Summary : 
#Best fitness Pop 1;0.884991
#Best fitness Pop 2;0.884991
#Std deviation Pop 1;0.235439
#Std deviation Pop 2;0.181183
#Sensitivity;0.883943
#Specificity;0.950521
#Accuracy;0.927007
#PPV;0.907015
#RMSE;0.252913
#RRSE;0.701916
#RAE;0.26984
#MSE;0.0639649
#ADM;0.888083
#MDM;0.00140706
#Size;1
#OverLearn;0.5

#Parameters : 
#Generations;150
#Population size;200
#Number of rules;3
#Number of var per rule;3
#Number of output variables;1
#Number of input sets;2
#Number of output sets;2
#Input sets pos. code size;7
#Output sets pos. code size;1
#Input vars bit code size;8
#Output vars bit code size;1
#Input sets bit code size;2
#Output sets bit code size;1
#Elite size;5
#Crossover probability;0.9
#Individual mutation prob.;0.2
#Bit mutation prob.;0.025
#Fixed vars;0
#Sensitivity weight;0.8
#Specificity weight;0.2
#Accuracy weight;0
#PPV weight;1
#RMSE weight;1
#RRSE weight;0
#RAE weight;0
#MSE weight;0
#ADM weight;0
#MDM weight;0
#Size weight;0.1
#OverLearn weight;0

#Fuzzy system : 
 IF  THEN  is MF 1
 IF 1566363_at is MF 1 THEN  is MF 1
 IF  THEN  is MF 0
 ELSE :  is 0  

Membership functions : 
1566363_at (7.83017 , 12.2209) ;  (0 , 1)


#Population Variables
Gen; FitMax; FitAvg; Sensitivity; Specificity; Accuracy; PPV; RMSE
119; 0.884977; 0.732098; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
120; 0.884977; 0.768884; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
121; 0.884977; 0.776342; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
122; 0.884977; 0.790809; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
123; 0.884977; 0.746268; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
124; 0.884977; 0.767795; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
125; 0.884977; 0.731967; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
126; 0.884977; 0.717794; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
127; 0.884977; 0.700025; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
128; 0.884977; 0.681737; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
129; 0.884977; 0.674529; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
130; 0.884977; 0.659701; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
131; 0.884977; 0.64628; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
132; 0.884977; 0.667598; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
133; 0.884977; 0.685101; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
134; 0.884977; 0.673484; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
135; 0.884977; 0.675149; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
136; 0.884977; 0.68243; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
137; 0.884977; 0.685775; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
138; 0.884977; 0.675062; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
139; 0.884977; 0.663941; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
140; 0.884977; 0.667528; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
141; 0.884977; 0.652155; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
142; 0.884991; 0.682236; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
143; 0.884991; 0.670083; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
144; 0.884991; 0.673234; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
145; 0.884991; 0.643459; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
146; 0.884991; 0.641558; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
147; 0.884991; 0.624009; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
148; 0.884991; 0.695264; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
149; 0.884991; 0.674491; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
150; 0.884991; 0.664156; 0.883943; 0.950521; 0.927007; 0.907015;0.252913


#Population Rules
Gen; FitMax; FitAvg; Sensitivity; Specificity; Accuracy; PPV; RMSE
1; 0.852451; 0.489884; 0.869634; 0.955729; 0.925323; 0.914716;0.253063
2; 0.883697; 0.484317; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
3; 0.884091; 0.501784; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
4; 0.884614; 0.490138; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
5; 0.884614; 0.487774; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
6; 0.884614; 0.480626; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
7; 0.884614; 0.468659; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
8; 0.884614; 0.469623; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
9; 0.884614; 0.468601; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
10; 0.884614; 0.469481; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
11; 0.884614; 0.473508; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
12; 0.884614; 0.475732; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
13; 0.884614; 0.494976; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
14; 0.884614; 0.504039; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
15; 0.884614; 0.506631; 0.883943; 0.950521; 0.927007; 0.907015;0.254925
16; 0.884614; 0.516016; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
17; 0.884614; 0.497485; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
18; 0.884941; 0.504719; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
19; 0.884941; 0.501466; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
20; 0.884941; 0.506362; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
21; 0.884941; 0.49199; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
22; 0.884941; 0.51533; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
23; 0.884941; 0.510028; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
24; 0.884941; 0.531045; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
25; 0.884941; 0.525146; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
26; 0.884941; 0.529641; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
27; 0.884941; 0.523734; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
28; 0.884941; 0.536786; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
29; 0.884941; 0.512652; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
30; 0.884941; 0.50796; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
31; 0.884941; 0.496386; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
32; 0.884941; 0.479858; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
33; 0.884941; 0.491277; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
34; 0.884941; 0.492361; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
35; 0.884941; 0.482721; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
36; 0.884941; 0.488143; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
37; 0.884941; 0.489967; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
38; 0.884941; 0.51074; 0.883943; 0.950521; 0.927007; 0.907015;0.253182
39; 0.884941; 0.539998; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
40; 0.884941; 0.517206; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
41; 0.884941; 0.500868; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
42; 0.884977; 0.496231; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
43; 0.884977; 0.510621; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
44; 0.884977; 0.512649; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
45; 0.884977; 0.509031; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
46; 0.884977; 0.476322; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
47; 0.884977; 0.481623; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
48; 0.884977; 0.480442; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
49; 0.884977; 0.480816; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
50; 0.884977; 0.481556; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
51; 0.884977; 0.47107; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
52; 0.884977; 0.481169; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
53; 0.884977; 0.493295; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
54; 0.884977; 0.486404; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
55; 0.884977; 0.490246; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
56; 0.884977; 0.484218; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
57; 0.884977; 0.502509; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
58; 0.884977; 0.502757; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
59; 0.884977; 0.489444; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
60; 0.884977; 0.481391; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
61; 0.884977; 0.483942; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
62; 0.884977; 0.478567; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
63; 0.884977; 0.470687; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
64; 0.884977; 0.486974; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
65; 0.884977; 0.490522; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
66; 0.884977; 0.507697; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
67; 0.884977; 0.492847; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
68; 0.884977; 0.528331; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
69; 0.884977; 0.526632; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
70; 0.884977; 0.51076; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
71; 0.884977; 0.513915; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
72; 0.884977; 0.513722; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
73; 0.884977; 0.516672; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
74; 0.884977; 0.527259; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
75; 0.884977; 0.538635; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
76; 0.884977; 0.541262; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
77; 0.884977; 0.536617; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
78; 0.884991; 0.514726; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
79; 0.884991; 0.491512; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
80; 0.884991; 0.515555; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
81; 0.884991; 0.535843; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
82; 0.884991; 0.529498; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
83; 0.884991; 0.507594; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
84; 0.884991; 0.511148; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
85; 0.884991; 0.515854; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
86; 0.884991; 0.502448; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
87; 0.884991; 0.496146; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
88; 0.884991; 0.525131; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
89; 0.884991; 0.52356; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
90; 0.884991; 0.512775; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
91; 0.884991; 0.533078; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
92; 0.884991; 0.513806; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
93; 0.884991; 0.516536; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
94; 0.884991; 0.519289; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
95; 0.884991; 0.51018; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
96; 0.884991; 0.518119; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
97; 0.884991; 0.529061; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
98; 0.884991; 0.53502; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
99; 0.884991; 0.532648; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
100; 0.884991; 0.528194; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
101; 0.884991; 0.520797; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
102; 0.884991; 0.523931; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
103; 0.884991; 0.522059; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
104; 0.884991; 0.539172; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
105; 0.884991; 0.550665; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
106; 0.884991; 0.546443; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
107; 0.884991; 0.53352; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
108; 0.884991; 0.530091; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
109; 0.884991; 0.544989; 0.883943; 0.950521; 0.927007; 0.907015;0.252913
